,CD8,CD8_training,CD8_test,CD8_binary_training,CD8_binary_test,MCH
A063514300,0.425856016840343,NA,0.425856016840343,NA,1,-0.164944912098629
A063515074,-0.443440968423854,-0.443440968423854,NA,0,NA,NA
A063516577,1.6245648158729,1.6245648158729,NA,1,NA,-0.231291168010465
A063516780,1.2250208206326,NA,1.2250208206326,NA,1,-0.0913491188938905
A063519591,-0.294880581564039,-0.294880581564039,NA,0,NA,NA
A063521602,-0.743057599805412,-0.743057599805412,NA,0,NA,NA
A063521788,NA,NA,NA,NA,NA,0.549137062213613
A063521838,0.349185095884917,NA,0.349185095884917,NA,1,-0.104101743084142
A063522330,1.13582844756833,1.13582844756833,NA,1,NA,0.0261798044814661
A063522546,0.246927234160186,NA,0.246927234160186,NA,1,0.241079280663009
A063522597,0.241432587878114,NA,0.241432587878114,NA,1,-1.3203779529742
A063523258,0.754823969347763,NA,0.754823969347763,NA,1,-2.20841740124576
A063523330,NA,NA,NA,NA,NA,0.547293345034151
A063523616,-0.850521052441153,NA,-0.850521052441153,NA,0,0.961947554055404
A063524613,1.73365833464425,1.73365833464425,NA,1,NA,-0.335375599284871
A063525626,-1.47684827767474,NA,-1.47684827767474,NA,0,-1.08516608734353
A063526548,1.28357477619782,1.28357477619782,NA,1,NA,-0.584534502174489
A063526602,0.257939109664625,0.257939109664625,NA,1,NA,-0.527132950971882
A063527798,NA,NA,NA,NA,NA,NA
A063527856,-1.04560231319499,NA,-1.04560231319499,NA,0,-1.06817176635773
A063528111,-1.6245648158729,NA,-1.6245648158729,NA,0,-1.48576318115259
A063529600,-1.98165621819007,NA,-1.98165621819007,NA,0,-1.27258721715371
A063531029,-0.663372211596322,NA,-0.663372211596322,NA,0,-0.76600910251288
A063531580,0.223168643595331,0.223168643595331,NA,1,NA,NA
A063532060,-0.475049386064068,-0.475049386064068,NA,0,NA,-0.45024797727036
A063534369,-0.847971396361994,NA,-0.847971396361994,NA,0,-1.88923191902167
A063534561,2.07931233093904,NA,2.07931233093904,NA,1,-1.14422184560591
A063535101,NA,NA,NA,NA,NA,NA
A063536564,-0.652336068147643,-0.652336068147643,NA,0,NA,-1.71994170858713
A063537072,-0.28190783140349,NA,-0.28190783140349,NA,0,0.65175852373291
A063538058,NA,NA,NA,NA,NA,1.33184419346599
A063538364,-0.860775498251276,NA,-0.860775498251276,NA,0,-0.375939296607358
A063538623,NA,NA,NA,NA,NA,0.0849785029846977
A063540827,-1.77506881842261,-1.77506881842261,NA,0,NA,-1.13511028220994
A063541024,0.983153462866728,NA,0.983153462866728,NA,1,NA
A063541051,0.0916824335347611,0.0916824335347611,NA,1,NA,-0.185889207872392
A063541614,0.513214308006654,0.513214308006654,NA,1,NA,0.507184575733408
A063541831,-0.471072934115991,NA,-0.471072934115991,NA,0,NA
A063543090,0.491031377211663,NA,0.491031377211663,NA,1,0.964470429969264
A063543622,3.38598993109006,NA,3.38598993109006,NA,1,-0.659626302546306
A063544096,-0.971688230423927,-0.971688230423927,NA,0,NA,NA
A063544780,0.170599098161937,NA,0.170599098161937,NA,1,-0.126460911603348
A063545009,-1.15987601143861,NA,-1.15987601143861,NA,0,1.33958671018516
A063545810,NA,NA,NA,NA,NA,NA
A063545824,0.0649334966965995,NA,0.0649334966965995,NA,1,-1.02967082205477
A063546518,NA,NA,NA,NA,NA,-1.34348826284886
A063546566,1.04560231319499,NA,1.04560231319499,NA,1,NA
A063546872,NA,NA,NA,NA,NA,-1.13209395342173
A063547877,-0.387235919851835,-0.387235919851835,NA,0,NA,NA
A063548317,0.600419117119081,NA,0.600419117119081,NA,1,1.85270920016643
A063549863,0.48302495940658,NA,0.48302495940658,NA,1,0.915123913491697
A063550874,-1.46634915137533,-1.46634915137533,NA,0,NA,-1.2075635419573
A063551076,-0.283758128478573,NA,-0.283758128478573,NA,0,-0.131260016535901
A063551096,0.343522158609008,0.343522158609008,NA,1,NA,0.408493512582062
A063551337,-0.647943836472219,-0.647943836472219,NA,0,NA,-1.81027491859786
A063551369,-0.190475971812172,NA,-0.190475971812172,NA,0,0.226405467411679
A063551600,0.90809167738341,0.90809167738341,NA,1,NA,0.242712855303648
A063553007,1.0548599932879,NA,1.0548599932879,NA,1,0.81590064708757
A063553009,0.9688418277938,NA,0.9688418277938,NA,1,-0.0881633636771887
A063554022,-0.465122168249232,-0.465122168249232,NA,0,NA,NA
A063554583,-1.09931382153471,NA,-1.09931382153471,NA,0,1.9387511618078
A063554885,1.34250403141696,NA,1.34250403141696,NA,1,-0.860995527545686
A063555126,-0.842888545820421,-0.842888545820421,NA,0,NA,-0.325322889603201
A063555877,-0.527462659500616,NA,-0.527462659500616,NA,0,-1.14117412821967
A063556563,1.20273725013118,1.20273725013118,NA,1,NA,-0.793966060453251
A063557365,2.12804523418498,2.12804523418498,NA,1,NA,-0.242712855303648
A063557573,-0.729072285064902,-0.729072285064902,NA,0,NA,-0.3336978197809
A063557808,0.663372211596322,NA,0.663372211596322,NA,1,-1.55106513269718
A063567352,-0.215884198840473,-0.215884198840473,NA,0,NA,-2.51140054723557
A063568001,NA,NA,NA,NA,NA,0.0515832583330051
A063569370,-1.65176944227588,NA,-1.65176944227588,NA,0,1.38782653253113
A063570285,-0.0881125344960926,NA,-0.0881125344960926,NA,0,-0.181049001424676
A063571569,-1.50936444583979,-1.50936444583979,NA,0,NA,-0.176213032831643
A063571604,-0.487024265848071,NA,-0.487024265848071,NA,0,0.0658862917953026
A063572073,NA,NA,NA,NA,NA,-0.20691537432708
A063572633,0.717525925617183,0.717525925617183,NA,1,NA,1.56171802587562
A063573313,0.724442157312135,0.724442157312135,NA,1,NA,0.480302012271213
A063573555,0.840355271597192,0.840355271597192,NA,1,NA,-0.200436468357824
A063573561,0.97740478642504,0.97740478642504,NA,1,NA,0.389595820689046
A063575272,2.02116766863971,NA,2.02116766863971,NA,1,1.25845335012185
A063575342,-0.20316368993191,NA,-0.20316368993191,NA,0,-2.38479571772539
A063575518,-0.433654974951795,-0.433654974951795,NA,0,NA,-1.06536926234962
A063575829,0.18143217136324,NA,0.18143217136324,NA,1,1.65412919248701
A063576534,NA,NA,NA,NA,NA,0.487436027957183
A063577627,0.280058498965531,0.280058498965531,NA,1,NA,-0.144072730464462
A063578568,-0.136419876108385,-0.136419876108385,NA,0,NA,0.545451486391518
A063578615,0.634841314528562,0.634841314528562,NA,1,NA,0.3454623165578
A063578768,1.41612951273572,NA,1.41612951273572,NA,1,0.150487836105477
A063580838,0.539761237693796,NA,0.539761237693796,NA,1,0.75541502636047
A063583848,0.56460799576486,0.56460799576486,NA,1,NA,-0.82478498811549
A063584892,0.650138384524314,0.650138384524314,NA,1,NA,0.726191276600598
A063599376,1.43578394461799,NA,1.43578394461799,NA,1,1.57803764369607
A063600005,1.70254910089754,1.70254910089754,NA,1,NA,-1.35930287654249
A063602575,-0.398758820805974,NA,-0.398758820805974,NA,0,-0.00079323687895668
A063604338,-0.535652725737822,NA,-0.535652725737822,NA,0,-1.60620967587536
A063604368,1.03339638030703,1.03339638030703,NA,1,NA,0.27058678509019
A063604629,-0.750104965164926,NA,-0.750104965164926,NA,0,-0.205294844014772
A063604816,-2.16358187390565,NA,-2.16358187390565,NA,0,0.879530092790426
A063604845,0.805437297703726,0.805437297703726,NA,1,NA,-2.84577276608711
A063605029,0.94634699455245,0.94634699455245,NA,1,NA,NA
A063605347,1.05176408321198,1.05176408321198,NA,1,NA,1.04598139947964
A063605367,0.30417718205564,NA,0.30417718205564,NA,1,-0.462572413525161
A063608034,-0.287461645957742,-0.287461645957742,NA,0,NA,-0.382758635462562
A063608810,1.88919840617462,1.88919840617462,NA,1,NA,0.93213681780144
A063609043,-0.26898235329978,NA,-0.26898235329978,NA,0,-1.63571745709732
A063609335,0.82027959214672,NA,0.82027959214672,NA,1,-0.216650133441854
A063610105,0.214064891242806,0.214064891242806,NA,1,NA,0.717955362664202
A063610310,NA,NA,NA,NA,NA,1.64792974560074
A063610516,0.09882578435931,0.09882578435931,NA,1,NA,1.83533751218244
A063610561,-1.32092964898113,NA,-1.32092964898113,NA,0,-1.38368249395789
A063610617,-1.07049365577922,NA,-1.07049365577922,NA,0,-0.332020979092694
A063611105,-0.29116911048887,-0.29116911048887,NA,0,NA,-1.21085921218319
A063611117,-0.519307822428187,-0.519307822428187,NA,0,NA,-0.0182454585611477
A063611258,1.46115965826644,NA,1.46115965826644,NA,1,NA
A063611301,0.672259607280635,NA,0.672259607280635,NA,1,-0.554679465599074
A063612068,1.18103542068763,1.18103542068763,NA,1,NA,-0.858699495088457
A063612603,0.21770422127032,0.21770422127032,NA,1,NA,1.2075635419573
A063612773,1.12907724802501,NA,1.12907724802501,NA,1,1.02429448398816
A063613325,1.40173997815377,NA,1.40173997815377,NA,1,-1.24113207561995
A063613839,-1.41130049579414,-1.41130049579414,NA,0,NA,0.156909140908718
A063614105,-0.650138384524313,NA,-0.650138384524313,NA,0,-2.22696867984996
A063614623,0.0453481769798426,0.0453481769798426,NA,1,NA,1.35930287654249
A063614772,NA,NA,NA,NA,NA,1.16586041458332
A063615105,-1.3041026615407,-1.3041026615407,NA,0,NA,-0.298672589393934
A063615826,0.800529195193644,NA,0.800529195193644,NA,1,1.04324369074486
A063618331,-0.810364879921452,NA,-0.810364879921452,NA,0,-0.193965965131739
A063618334,1.81053561853592,NA,1.81053561853592,NA,1,NA
A063618351,NA,NA,NA,NA,NA,-1.0405137789239
A063618834,-0.185047869605545,-0.185047869605545,NA,0,NA,NA
A063619116,NA,NA,NA,NA,NA,0.115274123461757
A063619274,1.24406626052669,NA,1.24406626052669,NA,1,1.32418070318997
A063619860,NA,NA,NA,NA,NA,-1.47156182583974
A063620055,1.34689458929056,1.34689458929056,NA,1,NA,-0.937047398474473
A063621256,-1.27551318719066,-1.27551318719066,NA,0,NA,-0.753306385067339
A063621336,1.75814168692465,1.75814168692465,NA,1,NA,0.703658341015091
A063622326,-0.214064891242806,-0.214064891242806,NA,0,NA,0.0547606953927162
A063623288,1.14948849056716,1.14948849056716,NA,1,NA,1.62970170449788
A063623891,-1.51494144264651,-1.51494144264651,NA,0,NA,0.685484917868095
A063625788,0.210428394247925,NA,0.210428394247925,NA,1,-0.405046898650823
A063626582,0.404540091074486,NA,0.404540091074486,NA,1,0.709767862524613
A063629895,0.352966606859439,NA,0.352966606859439,NA,1,0.429277183858918
A063630303,0.0631520964679066,0.0631520964679066,NA,1,NA,-0.0929423422129918
A063630607,-2.3711986964251,NA,-2.3711986964251,NA,0,1.07380209139435
A063632089,0.4930378894221,NA,0.4930378894221,NA,1,2.09607036571027
A063632293,-0.645752404517661,-0.645752404517661,NA,0,NA,0.464338753026954
A063632875,-2.18242726121692,NA,-2.18242726121692,NA,0,-0.785298660479931
A063634356,0.810364879921452,NA,0.810364879921452,NA,1,NA
A063635803,0.99183792152101,0.99183792152101,NA,1,NA,-0.959430786033897
A063636061,NA,NA,NA,NA,NA,-0.422329114332833
A063637123,0.637017453161498,0.637017453161498,NA,1,NA,0.653721670335562
A063638035,-0.140009502709268,-0.140009502709268,NA,0,NA,-0.789624945490737
A063638108,NA,NA,NA,NA,NA,0.316970715806772
A063768029,1.10257271194748,1.10257271194748,NA,1,NA,-0.105696969577897
A063768269,NA,NA,NA,NA,NA,-1.67958558284052
A063769277,1.08960648586103,NA,1.08960648586103,NA,1,-1.12310617220868
A063770090,2.22262444064589,2.22262444064589,NA,1,NA,0.37253619168872
A063770277,NA,NA,NA,NA,NA,0.50538117358836
A063771357,0.626166597568431,0.626166597568431,NA,1,NA,0.443236145873714
A063772262,-0.641378811718084,NA,-0.641378811718084,NA,0,-0.424064208169007
A063772352,0.435608824203139,0.435608824203139,NA,1,NA,-0.277175215360498
A063772894,-0.35107522383237,-0.35107522383237,NA,0,NA,0.722067197363092
A063773074,-0.138214466789733,-0.138214466789733,NA,0,NA,-0.364047171590198
A063773299,NA,NA,NA,NA,NA,1.00045863226925
A063773367,0.986040019197713,NA,0.986040019197713,NA,1,1.05701152171274
A063775561,-0.99183792152101,-0.99183792152101,NA,0,NA,0.452004385955269
A063775856,0.745402606259482,0.745402606259482,NA,1,NA,0.552830112377253
A063777011,1.06734604527975,1.06734604527975,NA,1,NA,-0.530782338530478
A063777532,-0.531553235717215,NA,-0.531553235717215,NA,0,-0.179436546976968
A063778259,-1.70254910089754,NA,-1.70254910089754,NA,0,1.20428093567461
A063779516,-0.560443005355906,NA,-0.560443005355906,NA,0,NA
A063779838,0.827768850890107,0.827768850890107,NA,1,NA,0.0945358014883578
A063784615,0.437564337821143,0.437564337821143,NA,1,NA,NA
A063787304,-0.0667151030083939,-0.0667151030083939,NA,0,NA,-0.338733997880482
A063788521,2.34261880852923,NA,2.34261880852923,NA,1,1.14117412821967
A063789566,0.572967548495463,0.572967548495463,NA,1,NA,-1.53027219759772
A063789585,-0.170599098161937,NA,-0.170599098161937,NA,0,0.145675940798189
A063789782,1.02434201649091,1.02434201649091,NA,1,NA,0.822557819625146
A063790079,0.591925153615746,NA,0.591925153615746,NA,1,0.494594938210807
A063790268,-1.00353492052654,-1.00353492052654,NA,0,NA,0.667535127260672
A063790772,NA,NA,NA,NA,NA,-0.770270855993826
A063791068,0.37195134157655,NA,0.37195134157655,NA,1,1.02967082205477
A063792845,NA,NA,NA,NA,NA,0.048406341979322
A063793601,-0.865936796831869,NA,-0.865936796831869,NA,0,0.0357032396396024
A063795281,-0.19772221043742,NA,-0.19772221043742,NA,0,-1.05701152171274
A063796366,1.25571351289565,NA,1.25571351289565,NA,1,NA
A063797783,0.406470180171328,0.406470180171328,NA,1,NA,0.104101743084142
A063798057,0.511187375020915,0.511187375020915,NA,1,NA,-0.249253682278876
A063798078,1.89989569951709,NA,1.89989569951709,NA,1,-1.98209727551836
A063798598,NA,NA,NA,NA,NA,-2.69865526566761
A063799614,-1.79252039372883,NA,-1.79252039372883,NA,0,-0.675485928337739
A063800540,0.047127829153161,0.047127829153161,NA,1,NA,-0.374237202386796
A063800843,NA,NA,NA,NA,NA,0.1312600165359
A063801090,1.15293717958306,1.15293717958306,NA,1,NA,0.584534502174488
A063801554,-1.52056596067155,-1.52056596067155,NA,0,NA,0.0277668554722101
A063802607,-0.0435686684200639,NA,-0.0435686684200639,NA,0,-0.870225441190752
A063802835,-0.0756264256238002,NA,-0.0756264256238002,NA,0,0.0166587431840603
A063802870,-1.92196685024022,NA,-1.92196685024022,NA,0,0.134461093324597
A063804009,-0.427803310884105,NA,-0.427803310884105,NA,0,-0.280473929889851
A063804552,-1.48751277152121,NA,-1.48751277152121,NA,0,-1.79417770108109
A063806359,-0.678960136315761,-0.678960136315761,NA,0,NA,-0.0802028174685073
A063807802,-0.575063685052758,NA,-0.575063685052758,NA,0,1.29062009901583
A063807887,-1.56135625900913,NA,-1.56135625900913,NA,0,NA
A063808624,-1.23639423837175,-1.23639423837175,NA,0,NA,0.972076166088879
A063808790,-0.523380890256494,-0.523380890256494,NA,0,NA,1.55636950147723
A063810348,NA,NA,NA,NA,NA,1.67958558284052
A063811098,-0.306039635231361,-0.306039635231361,NA,0,NA,-0.078611334075507
A063812087,NA,NA,NA,NA,NA,-0.303652821024175
A063812098,NA,NA,NA,NA,NA,-0.192349617982371
A063812869,-0.13462572466767,-0.13462572466767,NA,0,NA,-2.04212392206193
A063813024,-1.7665419834786,-1.7665419834786,NA,0,NA,-0.353894803561948
A063813601,-0.159786009356329,NA,-0.159786009356329,NA,0,-0.0150720697470367
A063815560,0.710643847232299,NA,0.710643847232299,NA,1,0.374237202386796
A063816580,-0.204978846090114,-0.204978846090114,NA,0,NA,0.640031841380501
A063818533,-0.313500146743758,-0.313500146743758,NA,0,NA,1.72694681745812
A063819817,NA,NA,NA,NA,NA,-0.16655332863372
A063820535,0.778676652466305,0.778676652466305,NA,1,NA,0.86560126663087
A063820626,-1.8684302230456,-1.8684302230456,NA,0,NA,0.377642480669155
A063820850,NA,NA,NA,NA,NA,-0.86560126663087
A063821291,-0.608956622254089,-0.608956622254089,NA,0,NA,-1.57255115728817
A063822811,0.194097817160323,0.194097817160323,NA,1,NA,0.282124430108895
A063823314,0.527462659500616,NA,0.527462659500616,NA,1,-0.624531665911778
A063823801,-0.545941161561936,NA,-0.545941161561936,NA,0,1.0709826850302
A063823828,-0.611097927533675,NA,-0.611097927533675,NA,0,0.510796341963273
A063825775,NA,NA,NA,NA,NA,1.69273285169591
A063832352,NA,NA,NA,NA,NA,0.563954923010153
A063832587,NA,NA,NA,NA,NA,-0.796142236671425
A063832617,-0.272670669480267,-0.272670669480267,NA,0,NA,0.273879514171352
A063832855,0.143600934304289,0.143600934304289,NA,1,NA,0.208536448206306
A063834324,NA,NA,NA,NA,NA,0.527132950971882
A063834829,NA,NA,NA,NA,NA,-1.09378192590091
A063835873,-0.451300409667402,NA,-0.451300409667402,NA,0,NA
A063836584,-0.0311156548315183,-0.0311156548315183,NA,0,NA,-0.605364687427359
A063836639,NA,NA,NA,NA,NA,-0.83598283976545
A063837274,0.53770584716421,NA,0.53770584716421,NA,1,NA
A063837530,0.0400100595147032,NA,0.0400100595147032,NA,1,0.411944985924943
A063837548,-1.95693926078724,NA,-1.95693926078724,NA,0,NA
A063837833,-0.552142006525069,-0.552142006525069,NA,0,NA,-0.323650656997154
A063838121,0.892097965064453,0.892097965064453,NA,1,NA,1.35135332281714
A063838593,-1.42588787729644,-1.42588787729644,NA,0,NA,-0.23781405577439
A063839061,0.00622216707151937,0.00622216707151937,NA,1,NA,-0.622604727499141
A063842319,-1.37380075689828,-1.37380075689828,NA,0,NA,-1.08231198101581
A063842855,1.21380369492228,1.21380369492228,NA,1,NA,-2.41297776494659
A063844091,-0.7595598429071,NA,-0.7595598429071,NA,0,0.0961295008370727
A063847121,1.60492351299104,1.60492351299104,NA,1,NA,1.04872697043073
A063852837,NA,NA,NA,NA,NA,2.24631959547872
A063853635,-0.280058498965531,-0.280058498965531,NA,0,NA,-0.636142503780729
A063854023,NA,NA,NA,NA,NA,-1.00834026497216
A063855321,-0.420023775597862,-0.420023775597862,NA,0,NA,-0.116871320480128
A063855559,-0.070278956702222,NA,-0.070278956702222,NA,0,-0.0357032396396025
A063855575,0.645752404517661,0.645752404517661,NA,1,NA,0.0372907703658652
A063855885,0.10597418163988,NA,0.10597418163988,NA,1,-0.107292465089288
A063856573,NA,NA,NA,NA,NA,0.26401007952032
A063857039,-0.881561127048322,NA,-0.881561127048322,NA,0,1.66039287263918
A063858113,-1.11242037822303,NA,-1.11242037822303,NA,0,-1.02429448398816
A063858827,NA,NA,NA,NA,NA,NA
A063859291,NA,NA,NA,NA,NA,-1.08802906083899
A063860035,0.59616675886252,NA,0.59616675886252,NA,1,0.580774556886639
A063860051,NA,NA,NA,NA,NA,-0.685484917868095
A063860103,-0.435608824203139,-0.435608824203139,NA,0,NA,1.13209395342173
A063860589,2.04937426316244,NA,2.04937426316244,NA,1,0.342096221365457
A063860779,NA,NA,NA,NA,NA,-0.72412769748262
A063861561,-0.954725932618382,-0.954725932618382,NA,0,NA,-0.389595820689046
A063861603,NA,NA,NA,NA,NA,-0.236182395825173
A063861871,NA,NA,NA,NA,NA,-0.6110911468349
A063864876,-0.0417892978164538,-0.0417892978164538,NA,0,NA,-0.951916678036836
A063865861,0.451300409667402,NA,0.451300409667402,NA,1,-1.62374435800859
A063866069,-0.404540091074486,-0.404540091074486,NA,0,NA,-0.320308899809798
A063867312,0.32097814859315,NA,0.32097814859315,NA,1,0.860995527545686
A063867785,-1.18103542068763,NA,-1.18103542068763,NA,0,-0.00713919180658577
A063870525,NA,NA,NA,NA,NA,-0.265653174565776
A063871632,0.168795565101203,NA,0.168795565101203,NA,1,-0.562095971524019
A063873017,NA,NA,NA,NA,NA,-0.0277668554722103
A063873529,NA,NA,NA,NA,NA,0.744905063432649
A063874046,0.503100497409388,0.503100497409388,NA,1,NA,NA
A063875112,-1.53773478347017,NA,-1.53773478347017,NA,0,0.2623676969305
A063876111,-0.0970394880754582,NA,-0.0970394880754582,NA,0,-0.944455936242768
A063878032,1.92196685024022,NA,1.92196685024022,NA,1,-0.244347077896933
A063878111,-0.441480399524202,-0.441480399524202,NA,0,NA,0.974623937095495
A063878863,0.455240578580619,0.455240578580619,NA,1,NA,-0.0309411712791954
A063882361,NA,NA,NA,NA,NA,0.0245928194279054
A063883335,-0.176013052732116,NA,-0.176013052732116,NA,0,0.403325396917772
A063885881,-0.322850440625877,NA,-0.322850440625877,NA,0,NA
A063888055,-1.3381392015392,NA,-1.3381392015392,NA,0,-1.04872697043073
A063888574,0.766695783235117,0.766695783235117,NA,1,NA,-0.556530717834002
A063888627,2.20208118221972,NA,2.20208118221972,NA,1,0.362352530696985
A063889081,0.581367334907054,NA,0.581367334907054,NA,1,NA
A063892352,0.375764208381399,NA,0.375764208381399,NA,1,-1.29795209369295
A063892782,1.42099178068755,NA,1.42099178068755,NA,1,0.396451267259291
A063893087,1.47157843777155,NA,1.47157843777155,NA,1,1.02697894241477
A063893371,-0.481028203595704,NA,-0.481028203595704,NA,0,0.0833863978358497
A063894836,1.27953358721231,NA,1.27953358721231,NA,1,0.305314567179895
A063894847,1.17392384143832,1.17392384143832,NA,1,NA,0.110484279784441
A063895000,1.50936444583979,1.50936444583979,NA,1,NA,-1.69941771576012
A063895344,0.598291585659892,NA,0.598291585659892,NA,1,NA
A063895878,0.354859253409153,NA,0.354859253409153,NA,1,1.77853239872942
A064000032,NA,NA,NA,NA,NA,-1.70617939676951
A064000044,1.33379971769322,1.33379971769322,NA,1,NA,-2.12550732156636
A064001839,-1.38763497090394,NA,-1.38763497090394,NA,0,-0.51441478379688
A064002882,-1.32948520643467,NA,-1.32948520643467,NA,0,-0.453762190169879
A064002891,-0.706074443225494,NA,-0.706074443225494,NA,0,-0.689503726277212
A064003018,-0.317236930154792,NA,-0.317236930154792,NA,0,-0.768138235334211
A064003520,0.954725932618382,0.954725932618382,NA,1,NA,-0.398168031508052
A064003628,-0.94634699455245,-0.94634699455245,NA,0,NA,0.174601964230481
A064003784,-0.935277339966879,-0.935277339966879,NA,0,NA,1.01628503903858
A064004534,-0.212246291899035,NA,-0.212246291899035,NA,0,-0.153697696324964
A064005323,-1.08639343565126,-1.08639343565126,NA,0,NA,-0.444987048329524
A064005775,-0.309767735801257,-0.309767735801257,NA,0,NA,0.620680098107154
A064008029,0.568782803644493,0.568782803644493,NA,1,NA,1.27616065394001
A064008513,1.12237712185927,NA,1.12237712185927,NA,1,NA
A064009012,0.461164134747315,0.461164134747315,NA,1,NA,0.613004419141951
A064010088,-1.0213424974599,NA,-1.0213424974599,NA,0,0.107292465089288
A064010366,-0.598291585659892,NA,-0.598291585659892,NA,0,-1.15962251106833
A064010381,NA,NA,NA,NA,NA,-1.74121687931408
A064011272,-0.817793382557362,NA,-0.817793382557362,NA,0,-0.492802847226598
A064011604,0.188665988657028,0.188665988657028,NA,1,NA,-1.2275385199886
A064012291,-0.92978527951523,NA,-0.92978527951523,NA,0,-1.64179299445247
A064012882,0.752462372681413,NA,0.752462372681413,NA,1,NA
A064014380,-0.708357296463183,NA,-0.708357296463183,NA,0,0.164944912098629
A064014880,0.750104965164926,NA,0.750104965164926,NA,1,-0.316970715806772
A064015058,NA,NA,NA,NA,NA,0.813689615236477
A064017019,-0.241432587878114,-0.241432587878114,NA,0,NA,1.21749030866446
A064017081,0.172403186306977,0.172403186306977,NA,1,NA,-0.239446349105545
A064017595,0.285609397538959,NA,0.285609397538959,NA,1,-0.139265303657149
A064017802,0.830275602754011,0.830275602754011,NA,1,NA,-0.512604723930031
A064018072,0.628330837922469,0.628330837922469,NA,1,NA,NA
A064018597,1.02735078007661,NA,1.02735078007661,NA,1,0.0881633636771885
A064018792,0.509162540055187,0.509162540055187,NA,1,NA,-1.45765120186697
A064018793,-1.21380369492228,NA,-1.21380369492228,NA,0,-0.501779286878141
A064018874,0.414205786694375,NA,0.414205786694375,NA,1,-2.00524642811437
A064019568,1.91081492668973,NA,1.91081492668973,NA,1,NA
A064020024,NA,NA,NA,NA,NA,0.697574972286772
A064020036,0.701519734344527,NA,0.701519734344527,NA,1,-0.707728421552882
A064021513,1.55536923822502,1.55536923822502,NA,1,NA,1.39618687564041
A064021773,1.31668789624932,1.31668789624932,NA,1,NA,NA
A064021838,-0.00266662898443194,-0.00266662898443194,NA,0,NA,-1.01098143284505
A064021862,-1.42099178068755,NA,-1.42099178068755,NA,0,1.48576318115259
A064022833,-0.683444132401681,NA,-0.683444132401681,NA,0,-0.791793637774202
A064026354,NA,NA,NA,NA,NA,-0.457282015861628
A064027312,NA,NA,NA,NA,NA,-0.618757765096517
A064028336,-1.03339638030703,-1.03339638030703,NA,0,NA,-0.679477367737141
A064028563,1.0960665646036,1.0960665646036,NA,1,NA,-0.247617486483046
A064029073,2.14547493197332,2.14547493197332,NA,1,NA,-0.84275212446509
A064030599,0.272670669480267,NA,0.272670669480267,NA,1,-0.228033428115542
A064032010,-0.589808342623231,NA,-0.589808342623231,NA,0,-0.048406341979322
A064032352,1.82915837217012,NA,1.82915837217012,NA,1,0.297014163113312
A064033059,-0.416143549201768,NA,-0.416143549201768,NA,0,0.280473929889851
A064033524,0.190475971812172,0.190475971812172,NA,1,NA,2.31003753878221
A064033626,0.81531221769618,NA,0.81531221769618,NA,1,NA
A064034866,-0.261616630377231,-0.261616630377231,NA,0,NA,-0.847286511610563
A064034869,0.245094865135747,0.245094865135747,NA,1,NA,-0.833734912847626
A064035552,-0.319106981067316,NA,-0.319106981067316,NA,0,0.198818066242567
A064035829,NA,NA,NA,NA,NA,0.45376219016988
A064036005,0.396834698171403,NA,0.396834698171403,NA,1,0.224778106519602
A064036871,NA,NA,NA,NA,NA,-1.9183764800987
A064036879,0.319106981067316,NA,0.319106981067316,NA,1,1.10832491523945
A064037307,1.21009840600905,NA,1.21009840600905,NA,1,1.18485204842994
A064038096,1.85834126503515,1.85834126503515,NA,1,NA,-1.37956208212985
A064038309,0.283758128478573,NA,0.283758128478573,NA,1,-1.72694681745812
A064038554,-0.278210123841197,NA,-0.278210123841197,NA,0,-0.00555268610395508
A064038874,0.373857095588792,NA,0.373857095588792,NA,1,0.66159962475254
A064039256,-0.0524677039766738,-0.0524677039766738,NA,0,NA,0.858699495088457
A064040310,NA,NA,NA,NA,NA,1.42624557536928
A064040516,0.776271575458108,NA,0.776271575458108,NA,1,0.234551364425901
A064041360,NA,NA,NA,NA,NA,2.41297776494659
A064041528,1.07049365577922,1.07049365577922,NA,1,NA,-0.8889115214935
A064041587,-0.157985676953606,NA,-0.157985676953606,NA,0,-0.11846881569757
A064041634,-0.632668178093527,-0.632668178093527,NA,0,NA,0.427538235790621
A064043066,2.09500877130355,NA,2.09500877130355,NA,1,0.659626302546306
A064043531,0.159786009356329,NA,0.159786009356329,NA,1,0.432758984454308
A064043567,NA,NA,NA,NA,NA,1.1534294067023
A064043842,0.708357296463183,0.708357296463183,NA,1,NA,0.431017431006621
A064044576,NA,NA,NA,NA,NA,0.802693520879575
A064045267,0.940797756867872,0.940797756867872,NA,1,NA,-1.5947887050798
A064048791,0.102399328927136,NA,0.102399328927136,NA,1,1.15652041415757
A064048817,0.88945450143582,NA,0.88945450143582,NA,1,0.267296987125085
A064048875,0.237773545931084,NA,0.237773545931084,NA,1,0.624531665911778
A064049287,-0.154386541782592,NA,-0.154386541782592,NA,0,1.08516608734353
A064049623,-0.234117684679648,NA,-0.234117684679648,NA,0,0.530782338530478
A064049795,-0.174207835753579,-0.174207835753579,NA,0,NA,0.556530717834002
A064050282,-1.07682090597157,-1.07682090597157,NA,0,NA,0.381052143715619
A064051078,-0.293024341474115,-0.293024341474115,NA,0,NA,-1.01628503903858
A064052293,0.541818911050285,0.541818911050285,NA,1,NA,0.398168031508052
